"go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability","origin"
"GO:0032006",49,"GO:0035556",1.38007517405623,153,"regulation of TOR signaling","intracellular signal transduction",0.89505223880597,0.437461538461538,0.647,"GO terms - g:Profiler only (no BG)"
"GO:0034284",48,"GO:1901698",1.36797242064436,268,"response to monosaccharide","response to nitrogen compound",0.950702736318408,0.384545454545455,0.485,"GO terms - g:Profiler only (no BG)"
"GO:0070482",18,"GO:0009411",1.36583692043092,444,"response to oxygen levels","response to UV",0.955980099502488,0.304214285714286,0.713,"GO terms - g:Profiler only (no BG)"
"GO:0071363",40,"GO:0030518",1.36106228360708,757,"cellular response to growth factor stimulus","nuclear receptor-mediated steroid hormone signaling pathway",0.948951492537313,0.238444444444444,0.721,"GO terms - g:Profiler only (no BG)"
"GO:0046015",27,"GO:0006367",1.36018201587684,11,"regulation of transcription by glucose","transcription initiation at RNA polymerase II promoter",0.862746268656716,0.67305,0.36,"GO terms - g:Profiler only (no BG)"
"GO:0045719",7,"GO:0048523",1.36018201587684,8,"negative regulation of glycogen biosynthetic process","negative regulation of cellular process",0.867444029850746,0.575714285714286,0.364,"GO terms - g:Profiler only (no BG)"
"GO:0035519",8,"GO:0043412",1.36018201587684,11,"protein K29-linked ubiquitination","macromolecule modification",0.914636815920398,0.560756756756757,0.496,"GO terms - g:Profiler only (no BG)"
"GO:0072201",45,"GO:0008283",1.36018201587684,9,"negative regulation of mesenchymal cell proliferation","cell population proliferation",0.932119402985075,0.552,0.531,"GO terms - g:Profiler only (no BG)"
"GO:0045324",2,"GO:0051179",1.36018201587684,27,"late endosome to vacuole transport","localization",0.94106592039801,0.525081081081081,0.364,"GO terms - g:Profiler only (no BG)"
"GO:0036260",14,"GO:0008380",1.36018201587684,8,"RNA capping","RNA splicing",0.881675373134328,0.494333333333333,0.602,"GO terms - g:Profiler only (no BG)"
"GO:0006265",16,"GO:0051276",1.36018201587684,9,"DNA topological change","chromosome organization",0.826873134328358,0.47825,0.673,"GO terms - g:Profiler only (no BG)"
"GO:0062176",26,"GO:0006325",1.36018201587684,9,"R-loop processing","chromatin organization",0.940792288557214,0.467285714285714,0.668,"GO terms - g:Profiler only (no BG)"
"GO:0006271",4,"GO:0006259",1.36018201587684,13,"DNA strand elongation involved in DNA replication","DNA metabolic process",0.88685447761194,0.432285714285714,0.605,"GO terms - g:Profiler only (no BG)"
"GO:0030952",38,"GO:0030010",1.36018201587684,9,"establishment or maintenance of cytoskeleton polarity","establishment of cell polarity",0.923747512437811,0.36275,0.777,"GO terms - g:Profiler only (no BG)"
"GO:0006048",25,"GO:0018279",1.36018201587684,9,"UDP-N-acetylglucosamine biosynthetic process","protein N-linked glycosylation via asparagine",0.893907960199005,0.3595,0.563,"GO terms - g:Profiler only (no BG)"
"GO:1902423",5,"GO:0050000",1.36018201587684,10,"regulation of attachment of mitotic spindle microtubules to kinetochore","chromosome localization",0.784115671641791,0.330608695652174,0.827,"GO terms - g:Profiler only (no BG)"
"GO:0048666",41,"GO:0007275",1.36018201587684,1398,"neuron development","multicellular organism development",0.937356965174129,0.325533333333333,0.615,"GO terms - g:Profiler only (no BG)"
"GO:0000209",8,"GO:0043412",1.35662185058427,271,"protein polyubiquitination","macromolecule modification",0.888364427860696,0.434945945945946,0.702,"GO terms - g:Profiler only (no BG)"
"GO:0006611",2,"GO:0051179",1.35654813612303,66,"protein export from nucleus","localization",0.924703980099502,0.409081081081081,0.414,"GO terms - g:Profiler only (no BG)"
"GO:0002720",24,"GO:0002372",1.34725771788932,91,"positive regulation of cytokine production involved in immune response","myeloid dendritic cell cytokine production",0.812174129353234,0.261866666666667,0.741,"GO terms - g:Profiler only (no BG)"
"GO:0014743",51,"GO:0010616",1.34725771788932,86,"regulation of muscle hypertrophy","negative regulation of cardiac muscle adaptation",0.93817039800995,0.25425,0.689,"GO terms - g:Profiler only (no BG)"
"GO:0019058",55,"GO:0019081",1.33236620567697,279,"viral life cycle","viral translation",0.99194776119403,0.280666666666667,0.774,"GO terms - g:Profiler only (no BG)"
"GO:1902895",15,"GO:0006139",1.33088855216335,58,"positive regulation of miRNA transcription","nucleobase-containing compound metabolic process",0.831761194029851,0.559548387096774,0.422,"GO terms - g:Profiler only (no BG)"
"GO:0010718",22,"GO:0007492",1.33088855216335,56,"positive regulation of epithelial to mesenchymal transition","endoderm development",0.897587064676617,0.428625,0.454,"GO terms - g:Profiler only (no BG)"
"GO:0045648",50,"GO:0048863",1.32713425085776,29,"positive regulation of erythrocyte differentiation","stem cell differentiation",0.901182835820896,0.6075,0.336,"GO terms - g:Profiler only (no BG)"
"GO:0031163",58,"GO:0044085",1.32713425085776,29,"metallo-sulfur cluster assembly","cellular component biogenesis",0.930401741293532,0.523818181818182,0.566,"GO terms - g:Profiler only (no BG)"
"GO:0016226",58,"GO:0044085",1.32713425085776,29,"iron-sulfur cluster assembly","cellular component biogenesis",0.930401741293532,0.523818181818182,0.566,"GO terms - g:Profiler only (no BG)"
"GO:1901071",25,"GO:0018279",1.32713425085776,29,"glucosamine-containing compound metabolic process","protein N-linked glycosylation via asparagine",0.945055970149254,0.505833333333333,0.521,"GO terms - g:Profiler only (no BG)"
"GO:0007141",37,"GO:1903046",1.32713425085776,29,"male meiosis I","meiotic cell cycle process",0.868990049751244,0.3537,0.801,"GO terms - g:Profiler only (no BG)"
"GO:0010165",18,"GO:0009411",1.32713425085776,28,"response to X-ray","response to UV",0.9625907960199,0.335714285714286,0.718,"GO terms - g:Profiler only (no BG)"
"GO:0071480",18,"GO:0009411",1.32713425085776,29,"cellular response to gamma radiation","response to UV",0.944473880597015,0.291785714285714,0.724,"GO terms - g:Profiler only (no BG)"
"GO:0035051",41,"GO:0007275",1.32664685295235,203,"cardiocyte differentiation","multicellular organism development",0.950082089552239,0.562666666666667,0.456,"GO terms - g:Profiler only (no BG)"
"GO:0030318",62,"GO:0030318",1.3238922841014,28,"melanocyte differentiation","melanocyte differentiation",0.966886815920398,1,0,"GO terms - g:Profiler only (no BG)"
"GO:0030182",41,"GO:0007275",1.30930149590441,1699,"neuron differentiation","multicellular organism development",0.936414179104478,0.326666666666667,0.647,"GO terms - g:Profiler only (no BG)"
"GO:0000972",16,"GO:0051276",1.30230557108858,7,"transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery","chromosome organization",0.922324626865672,0.5041875,0.631,"GO terms - g:Profiler only (no BG)"
"GO:2000794",66,"GO:0072520",1.30230557108858,9,"regulation of epithelial cell proliferation involved in lung morphogenesis","seminiferous tubule development",0.928371890547264,0.47525,0.431,"GO terms - g:Profiler only (no BG)"
"GO:0071863",45,"GO:0008283",1.30230557108858,13,"regulation of cell proliferation in bone marrow","cell population proliferation",0.951136815920398,0.45,0.536,"GO terms - g:Profiler only (no BG)"
"GO:0034398",5,"GO:0050000",1.30230557108858,7,"telomere tethering at nuclear periphery","chromosome localization",0.95909328358209,0.37695652173913,0.82,"GO terms - g:Profiler only (no BG)"
